Date,Barangay,DayOfWeek,Month,IsWeekend,Population,Total_Waste_kg
2024-06-30,San Isidro,6,6,1,1208,203.58
2024-07-01,Anibongan,0,7,0,1257,201.63
2024-07-01,Banahao,0,7,0,2602,408.86
2024-07-01,Ban-as,0,7,0,1748,272.68
2024-07-01,Baucawe,0,7,0,1489,214.3
2024-07-01,Diatagon,0,7,0,7510,1102.73
2024-07-01,Ganayon,0,7,0,1251,202.34
2024-07-01,Liatimco,0,7,0,2071,333.13
2024-07-01,Manyayay,0,7,0,2534,363.36
2024-07-01,Payasan,0,7,0,2609,395.16
2024-07-01,Poblacion,0,7,0,4576,746.98
2024-07-01,Saint Christine,0,7,0,3044,440.26
2024-07-01,San Pedro,0,7,0,1458,238.77
2024-07-01,San Isidro,0,7,0,1208,183.75
2024-07-02,Anibongan,1,7,0,1257,191.23
2024-07-02,Banahao,1,7,0,2602,373.36
2024-07-02,Ban-as,1,7,0,1748,249.84
2024-07-02,Baucawe,1,7,0,1489,226.64
2024-07-02,Diatagon,1,7,0,7510,1097.29
2024-07-02,Ganayon,1,7,0,1251,185.07
2024-07-02,Liatimco,1,7,0,2071,310.57
2024-07-02,Manyayay,1,7,0,2534,404.4
2024-07-02,Payasan,1,7,0,2609,413.17
2024-07-02,Poblacion,1,7,0,4576,701.78
2024-07-02,Saint Christine,1,7,0,3044,498.11
2024-07-02,San Pedro,1,7,0,1458,209.11
2024-07-02,San Isidro,1,7,0,1208,189.29
2024-07-03,Anibongan,2,7,0,1257,188.85
2024-07-03,Banahao,2,7,0,2602,373.37
2024-07-03,Ban-as,2,7,0,1748,273.42
2024-07-03,Baucawe,2,7,0,1489,232.06
2024-07-03,Diatagon,2,7,0,7510,1125.57
2024-07-03,Ganayon,2,7,0,1251,200.23
2024-07-03,Liatimco,2,7,0,2071,312.83
2024-07-03,Manyayay,2,7,0,2534,384.15
2024-07-03,Payasan,2,7,0,2609,426.36
2024-07-03,Poblacion,2,7,0,4576,734.98
2024-07-03,Saint Christine,2,7,0,3044,455.78
2024-07-03,San Pedro,2,7,0,1458,238.22
2024-07-03,San Isidro,2,7,0,1208,184.37
2024-07-04,Anibongan,3,7,0,1256,196.86
2024-07-04,Banahao,3,7,0,2602,406.44
2024-07-04,Ban-as,3,7,0,1748,284.96
2024-07-04,Baucawe,3,7,0,1489,215.07
2024-07-04,Diatagon,3,7,0,7509,1207.13
2024-07-04,Ganayon,3,7,0,1251,200.01
2024-07-04,Liatimco,3,7,0,2071,299.8
2024-07-04,Manyayay,3,7,0,2534,405.58
2024-07-04,Payasan,3,7,0,2609,405.22
2024-07-04,Poblacion,3,7,0,4576,673.68
2024-07-04,Saint Christine,3,7,0,3044,481.89
2024-07-04,San Pedro,3,7,0,1458,212.97
2024-07-04,San Isidro,3,7,0,1208,174.51
2024-07-05,Anibongan,4,7,0,1256,193.19
2024-07-05,Banahao,4,7,0,2602,388.33
2024-07-05,Ban-as,4,7,0,1748,264.52
2024-07-05,Baucawe,4,7,0,1489,227.9
2024-07-05,Diatagon,4,7,0,7509,1215.23
2024-07-05,Ganayon,4,7,0,1251,178.64
2024-07-05,Liatimco,4,7,0,2070,321.05
2024-07-05,Manyayay,4,7,0,2534,394.85
2024-07-05,Payasan,4,7,0,2609,392.66
2024-07-05,Poblacion,4,7,0,4576,653.33
2024-07-05,Saint Christine,4,7,0,3044,467.39
2024-07-05,San Pedro,4,7,0,1458,228.53
2024-07-05,San Isidro,4,7,0,1208,189.44
2024-07-06,Anibongan,5,7,1,1256,201.33
2024-07-06,Banahao,5,7,1,2602,406.91
2024-07-06,Ban-as,5,7,1,1748,275.99
2024-07-06,Baucawe,5,7,1,1489,247.93
2024-07-06,Diatagon,5,7,1,7509,1217.07
2024-07-06,Ganayon,5,7,1,1251,206.26
2024-07-06,Liatimco,5,7,1,2070,323.78
2024-07-06,Manyayay,5,7,1,2534,414.96
2024-07-06,Payasan,5,7,1,2608,444.09
2024-07-06,Poblacion,5,7,1,4575,727.99
2024-07-06,Saint Christine,5,7,1,3044,506.28
2024-07-06,San Pedro,5,7,1,1457,240.55
2024-07-06,San Isidro,5,7,1,1208,196.9
2024-07-07,Anibongan,6,7,1,1256,215.81
2024-07-07,Banahao,6,7,1,2602,452.18
2024-07-07,Ban-as,6,7,1,1748,308.03
2024-07-07,Baucawe,6,7,1,1489,250.94
2024-07-07,Diatagon,6,7,1,7509,1177.68
2024-07-07,Ganayon,6,7,1,1251,220.97
2024-07-07,Liatimco,6,7,1,2070,359.08
2024-07-07,Manyayay,6,7,1,2534,421.41
2024-07-07,Payasan,6,7,1,2608,412.34
2024-07-07,Poblacion,6,7,1,4575,787.39
2024-07-07,Saint Christine,6,7,1,3044,537.18
2024-07-07,San Pedro,6,7,1,1457,257.97
2024-07-07,San Isidro,6,7,1,1208,205.46
2024-07-08,Anibongan,0,7,0,1256,203.26
2024-07-08,Banahao,0,7,0,2602,413.76
2024-07-08,Ban-as,0,7,0,1748,278.85
2024-07-08,Baucawe,0,7,0,1488,227.68
2024-07-08,Diatagon,0,7,0,7508,1117.07
2024-07-08,Ganayon,0,7,0,1250,190.06
2024-07-08,Liatimco,0,7,0,2070,299.66
2024-07-08,Manyayay,0,7,0,2534,405.72
2024-07-08,Payasan,0,7,0,2608,404.18
2024-07-08,Poblacion,0,7,0,4575,670.64
2024-07-08,Saint Christine,0,7,0,3043,461.37
2024-07-08,San Pedro,0,7,0,1457,209.77
2024-07-08,San Isidro,0,7,0,1208,184.5
2024-07-09,Anibongan,1,7,0,1256,182.0
2024-07-09,Banahao,1,7,0,2601,393.45
2024-07-09,Ban-as,1,7,0,1748,271.33
2024-07-09,Baucawe,1,7,0,1488,225.76
2024-07-09,Diatagon,1,7,0,7508,1098.26
2024-07-09,Ganayon,1,7,0,1250,190.68
2024-07-09,Liatimco,1,7,0,2070,299.36
2024-07-09,Manyayay,1,7,0,2533,371.55
2024-07-09,Payasan,1,7,0,2608,412.36
2024-07-09,Poblacion,1,7,0,4575,710.35
2024-07-09,Saint Christine,1,7,0,3043,483.93
2024-07-09,San Pedro,1,7,0,1457,236.9
2024-07-09,San Isidro,1,7,0,1208,188.15
2024-07-10,Anibongan,2,7,0,1256,201.68
2024-07-10,Banahao,2,7,0,2601,424.65
2024-07-10,Ban-as,2,7,0,1748,250.95
2024-07-10,Baucawe,2,7,0,1488,241.68
2024-07-10,Diatagon,2,7,0,7508,1216.69
2024-07-10,Ganayon,2,7,0,1250,184.14
2024-07-10,Liatimco,2,7,0,2070,308.93
2024-07-10,Manyayay,2,7,0,2533,370.63
2024-07-10,Payasan,2,7,0,2608,381.97
2024-07-10,Poblacion,2,7,0,4575,735.15
2024-07-10,Saint Christine,2,7,0,3043,479.96
2024-07-10,San Pedro,2,7,0,1457,211.28
2024-07-10,San Isidro,2,7,0,1208,190.69
2024-07-11,Anibongan,3,7,0,1256,181.97
2024-07-11,Banahao,3,7,0,2601,413.8
2024-07-11,Ban-as,3,7,0,1748,266.79
2024-07-11,Baucawe,3,7,0,1488,227.29
2024-07-11,Diatagon,3,7,0,7508,1114.35
2024-07-11,Ganayon,3,7,0,1250,189.86
2024-07-11,Liatimco,3,7,0,2070,310.25
2024-07-11,Manyayay,3,7,0,2533,369.5
2024-07-11,Payasan,3,7,0,2608,375.46
2024-07-11,Poblacion,3,7,0,4575,653.41
2024-07-11,Saint Christine,3,7,0,3043,494.44
2024-07-11,San Pedro,3,7,0,1457,209.45
2024-07-11,San Isidro,3,7,0,1208,176.32
2024-07-12,Anibongan,4,7,0,1256,187.17
2024-07-12,Banahao,4,7,0,2601,425.65
2024-07-12,Ban-as,4,7,0,1748,278.05
2024-07-12,Baucawe,4,7,0,1488,231.82
2024-07-12,Diatagon,4,7,0,7507,1137.77
2024-07-12,Ganayon,4,7,0,1250,204.01
2024-07-12,Liatimco,4,7,0,2070,312.75
2024-07-12,Manyayay,4,7,0,2533,371.41
2024-07-12,Payasan,4,7,0,2608,373.93
2024-07-12,Poblacion,4,7,0,4575,734.24
2024-07-12,Saint Christine,4,7,0,3043,485.74
2024-07-12,San Pedro,4,7,0,1457,234.91
2024-07-12,San Isidro,4,7,0,1208,173.37
2024-07-13,Anibongan,5,7,1,1256,193.78
2024-07-13,Banahao,5,7,1,2601,420.98
2024-07-13,Ban-as,5,7,1,1748,303.34
2024-07-13,Baucawe,5,7,1,1488,258.46
2024-07-13,Diatagon,5,7,1,7507,1330.67
2024-07-13,Ganayon,5,7,1,1250,201.18
2024-07-13,Liatimco,5,7,1,2070,342.55
2024-07-13,Manyayay,5,7,1,2533,441.69
2024-07-13,Payasan,5,7,1,2608,433.32
2024-07-13,Poblacion,5,7,1,4574,747.73
2024-07-13,Saint Christine,5,7,1,3043,513.39
2024-07-13,San Pedro,5,7,1,1457,257.69
2024-07-13,San Isidro,5,7,1,1208,200.41
2024-07-14,Anibongan,6,7,1,1256,208.65
2024-07-14,Banahao,6,7,1,2601,446.71
2024-07-14,Ban-as,6,7,1,1747,290.8
2024-07-14,Baucawe,6,7,1,1488,235.15
2024-07-14,Diatagon,6,7,1,7507,1181.32
2024-07-14,Ganayon,6,7,1,1250,202.85
2024-07-14,Liatimco,6,7,1,2070,329.87
2024-07-14,Manyayay,6,7,1,2533,445.7
2024-07-14,Payasan,6,7,1,2608,460.57
2024-07-14,Poblacion,6,7,1,4574,782.31
2024-07-14,Saint Christine,6,7,1,3043,504.82
2024-07-14,San Pedro,6,7,1,1457,244.0
2024-07-14,San Isidro,6,7,1,1208,195.4
2024-07-15,Anibongan,0,7,0,1256,203.22
2024-07-15,Banahao,0,7,0,2601,396.66
2024-07-15,Ban-as,0,7,0,1747,262.15
2024-07-15,Baucawe,0,7,0,1488,227.94
2024-07-15,Diatagon,0,7,0,7507,1213.92
2024-07-15,Ganayon,0,7,0,1250,200.72
2024-07-15,Liatimco,0,7,0,2070,316.0
2024-07-15,Manyayay,0,7,0,2533,376.21
2024-07-15,Payasan,0,7,0,2608,414.6
2024-07-15,Poblacion,0,7,0,4574,707.5
2024-07-15,Saint Christine,0,7,0,3043,496.92
2024-07-15,San Pedro,0,7,0,1457,225.08
2024-07-15,San Isidro,0,7,0,1207,177.18
2024-07-16,Anibongan,1,7,0,1256,189.73
2024-07-16,Banahao,1,7,0,2601,399.93
2024-07-16,Ban-as,1,7,0,1747,268.88
2024-07-16,Baucawe,1,7,0,1488,240.5
2024-07-16,Diatagon,1,7,0,7506,1231.93
2024-07-16,Ganayon,1,7,0,1250,204.26
2024-07-16,Liatimco,1,7,0,2070,318.36
2024-07-16,Manyayay,1,7,0,2533,368.4
2024-07-16,Payasan,1,7,0,2608,378.04
2024-07-16,Poblacion,1,7,0,4574,671.52
2024-07-16,Saint Christine,1,7,0,3043,439.52
2024-07-16,San Pedro,1,7,0,1457,223.85
2024-07-16,San Isidro,1,7,0,1207,194.6
2024-07-17,Anibongan,2,7,0,1256,204.2
2024-07-17,Banahao,2,7,0,2601,387.6
2024-07-17,Ban-as,2,7,0,1747,266.93
2024-07-17,Baucawe,2,7,0,1488,213.78
2024-07-17,Diatagon,2,7,0,7506,1097.79
2024-07-17,Ganayon,2,7,0,1250,187.25
2024-07-17,Liatimco,2,7,0,2070,339.68
2024-07-17,Manyayay,2,7,0,2533,366.0
2024-07-17,Payasan,2,7,0,2608,383.3
2024-07-17,Poblacion,2,7,0,4574,718.53
2024-07-17,Saint Christine,2,7,0,3043,470.5
2024-07-17,San Pedro,2,7,0,1457,223.42
2024-07-17,San Isidro,2,7,0,1207,176.87
2024-07-18,Anibongan,3,7,0,1256,197.84
2024-07-18,Banahao,3,7,0,2601,426.81
2024-07-18,Ban-as,3,7,0,1747,255.71
2024-07-18,Baucawe,3,7,0,1488,237.08
2024-07-18,Diatagon,3,7,0,7506,1221.28
2024-07-18,Ganayon,3,7,0,1250,186.12
2024-07-18,Liatimco,3,7,0,2070,306.35
2024-07-18,Manyayay,3,7,0,2533,367.55
2024-07-18,Payasan,3,7,0,2608,417.87
2024-07-18,Poblacion,3,7,0,4574,724.49
2024-07-18,Saint Christine,3,7,0,3042,446.19
2024-07-18,San Pedro,3,7,0,1457,238.95
2024-07-18,San Isidro,3,7,0,1207,176.38
2024-07-19,Anibongan,4,7,0,1256,203.14
2024-07-19,Banahao,4,7,0,2601,397.75
2024-07-19,Ban-as,4,7,0,1747,278.02
2024-07-19,Baucawe,4,7,0,1488,219.07
2024-07-19,Diatagon,4,7,0,7506,1221.82
2024-07-19,Ganayon,4,7,0,1250,197.81
2024-07-19,Liatimco,4,7,0,2070,328.81
2024-07-19,Manyayay,4,7,0,2533,377.95
2024-07-19,Payasan,4,7,0,2607,410.79
2024-07-19,Poblacion,4,7,0,4574,728.04
2024-07-19,Saint Christine,4,7,0,3042,466.66
2024-07-19,San Pedro,4,7,0,1457,232.9
2024-07-19,San Isidro,4,7,0,1207,183.37
2024-07-20,Anibongan,5,7,1,1256,206.7
2024-07-20,Banahao,5,7,1,2601,425.42
2024-07-20,Ban-as,5,7,1,1747,281.91
2024-07-20,Baucawe,5,7,1,1488,242.9
2024-07-20,Diatagon,5,7,1,7506,1266.39
2024-07-20,Ganayon,5,7,1,1250,205.86
2024-07-20,Liatimco,5,7,1,2069,319.0
2024-07-20,Manyayay,5,7,1,2533,393.07
2024-07-20,Payasan,5,7,1,2607,425.97
2024-07-20,Poblacion,5,7,1,4573,732.48
2024-07-20,Saint Christine,5,7,1,3042,500.77
2024-07-20,San Pedro,5,7,1,1457,243.53
2024-07-20,San Isidro,5,7,1,1207,199.47
2024-07-21,Anibongan,6,7,1,1256,196.13
2024-07-21,Banahao,6,7,1,2600,401.99
2024-07-21,Ban-as,6,7,1,1747,289.94
2024-07-21,Baucawe,6,7,1,1488,241.61
2024-07-21,Diatagon,6,7,1,7505,1241.07
2024-07-21,Ganayon,6,7,1,1250,216.36
2024-07-21,Liatimco,6,7,1,2069,340.83
2024-07-21,Manyayay,6,7,1,2533,408.0
2024-07-21,Payasan,6,7,1,2607,427.46
2024-07-21,Poblacion,6,7,1,4573,745.59
2024-07-21,Saint Christine,6,7,1,3042,509.7
2024-07-21,San Pedro,6,7,1,1457,257.64
2024-07-21,San Isidro,6,7,1,1207,213.21
2024-07-22,Anibongan,0,7,0,1256,192.91
2024-07-22,Banahao,0,7,0,2600,390.49
2024-07-22,Ban-as,0,7,0,1747,264.79
2024-07-22,Baucawe,0,7,0,1488,222.67
2024-07-22,Diatagon,0,7,0,7505,1163.97
2024-07-22,Ganayon,0,7,0,1250,198.36
2024-07-22,Liatimco,0,7,0,2069,330.4
2024-07-22,Manyayay,0,7,0,2532,408.37
2024-07-22,Payasan,0,7,0,2607,426.94
2024-07-22,Poblacion,0,7,0,4573,680.38
2024-07-22,Saint Christine,0,7,0,3042,445.4
2024-07-22,San Pedro,0,7,0,1457,215.45
2024-07-22,San Isidro,0,7,0,1207,179.82
2024-07-23,Anibongan,1,7,0,1256,190.24
2024-07-23,Banahao,1,7,0,2600,392.97
2024-07-23,Ban-as,1,7,0,1747,278.34
2024-07-23,Baucawe,1,7,0,1488,243.0
2024-07-23,Diatagon,1,7,0,7505,1130.66
2024-07-23,Ganayon,1,7,0,1250,200.36
2024-07-23,Liatimco,1,7,0,2069,318.87
2024-07-23,Manyayay,1,7,0,2532,406.78
2024-07-23,Payasan,1,7,0,2607,415.15
2024-07-23,Poblacion,1,7,0,4573,719.84
2024-07-23,Saint Christine,1,7,0,3042,456.54
2024-07-23,San Pedro,1,7,0,1457,213.09
2024-07-23,San Isidro,1,7,0,1207,195.62
2024-07-24,Anibongan,2,7,0,1256,184.43
2024-07-24,Banahao,2,7,0,2600,395.25
2024-07-24,Ban-as,2,7,0,1747,273.26
2024-07-24,Baucawe,2,7,0,1488,219.13
2024-07-24,Diatagon,2,7,0,7505,1147.29
2024-07-24,Ganayon,2,7,0,1250,191.62
2024-07-24,Liatimco,2,7,0,2069,337.43
2024-07-24,Manyayay,2,7,0,2532,387.72
2024-07-24,Payasan,2,7,0,2607,373.64
2024-07-24,Poblacion,2,7,0,4573,714.96
2024-07-24,Saint Christine,2,7,0,3042,492.71
2024-07-24,San Pedro,2,7,0,1457,230.9
2024-07-24,San Isidro,2,7,0,1207,194.03
2024-07-25,Anibongan,3,7,0,1256,189.82
2024-07-25,Banahao,3,7,0,2600,373.45
2024-07-25,Ban-as,3,7,0,1747,252.01
2024-07-25,Baucawe,3,7,0,1488,215.18
2024-07-25,Diatagon,3,7,0,7504,1183.59
2024-07-25,Ganayon,3,7,0,1250,199.88
2024-07-25,Liatimco,3,7,0,2069,327.82
2024-07-25,Manyayay,3,7,0,2532,382.81
2024-07-25,Payasan,3,7,0,2607,395.42
2024-07-25,Poblacion,3,7,0,4573,675.03
2024-07-25,Saint Christine,3,7,0,3042,444.31
2024-07-25,San Pedro,3,7,0,1457,233.27
2024-07-25,San Isidro,3,7,0,1207,185.49
2024-07-26,Anibongan,4,7,0,1256,183.95
2024-07-26,Banahao,4,7,0,2600,423.54
2024-07-26,Ban-as,4,7,0,1747,257.02
2024-07-26,Baucawe,4,7,0,1488,224.66
2024-07-26,Diatagon,4,7,0,7504,1205.28
2024-07-26,Ganayon,4,7,0,1250,194.42
2024-07-26,Liatimco,4,7,0,2069,314.05
2024-07-26,Manyayay,4,7,0,2532,364.91
2024-07-26,Payasan,4,7,0,2607,377.03
2024-07-26,Poblacion,4,7,0,4573,722.56
2024-07-26,Saint Christine,4,7,0,3042,482.52
2024-07-26,San Pedro,4,7,0,1457,213.76
2024-07-26,San Isidro,4,7,0,1207,189.32
2024-07-27,Anibongan,5,7,1,1256,221.95
2024-07-27,Banahao,5,7,1,2600,409.64
2024-07-27,Ban-as,5,7,1,1747,301.28
2024-07-27,Baucawe,5,7,1,1488,249.68
2024-07-27,Diatagon,5,7,1,7504,1221.99
2024-07-27,Ganayon,5,7,1,1250,220.56
2024-07-27,Liatimco,5,7,1,2069,351.21
2024-07-27,Manyayay,5,7,1,2532,406.58
2024-07-27,Payasan,5,7,1,2607,460.12
2024-07-27,Poblacion,5,7,1,4572,799.97
2024-07-27,Saint Christine,5,7,1,3042,535.75
2024-07-27,San Pedro,5,7,1,1457,241.72
2024-07-27,San Isidro,5,7,1,1207,192.28
2024-07-28,Anibongan,6,7,1,1256,207.99
2024-07-28,Banahao,6,7,1,2600,448.68
2024-07-28,Ban-as,6,7,1,1747,298.72
2024-07-28,Baucawe,6,7,1,1488,261.86
2024-07-28,Diatagon,6,7,1,7504,1190.91
2024-07-28,Ganayon,6,7,1,1250,218.23
2024-07-28,Liatimco,6,7,1,2069,347.81
2024-07-28,Manyayay,6,7,1,2532,414.41
2024-07-28,Payasan,6,7,1,2607,451.52
2024-07-28,Poblacion,6,7,1,4572,773.19
2024-07-28,Saint Christine,6,7,1,3042,496.91
2024-07-28,San Pedro,6,7,1,1456,245.07
2024-07-28,San Isidro,6,7,1,1207,207.3
2024-07-29,Anibongan,0,7,0,1255,188.73
2024-07-29,Banahao,0,7,0,2600,417.6
2024-07-29,Ban-as,0,7,0,1747,272.62
2024-07-29,Baucawe,0,7,0,1487,241.78
2024-07-29,Diatagon,0,7,0,7503,1093.8
2024-07-29,Ganayon,0,7,0,1250,183.45
2024-07-29,Liatimco,0,7,0,2069,320.1
2024-07-29,Manyayay,0,7,0,2532,363.59
2024-07-29,Payasan,0,7,0,2607,384.27
2024-07-29,Poblacion,0,7,0,4572,681.39
2024-07-29,Saint Christine,0,7,0,3041,458.18
2024-07-29,San Pedro,0,7,0,1456,212.57
2024-07-29,San Isidro,0,7,0,1207,175.76
2024-07-30,Anibongan,1,7,0,1255,190.53
2024-07-30,Banahao,1,7,0,2600,398.1
2024-07-30,Ban-as,1,7,0,1747,266.3
2024-07-30,Baucawe,1,7,0,1487,238.08
2024-07-30,Diatagon,1,7,0,7503,1097.39
2024-07-30,Ganayon,1,7,0,1250,178.63
2024-07-30,Liatimco,1,7,0,2069,309.3
2024-07-30,Manyayay,1,7,0,2532,407.89
2024-07-30,Payasan,1,7,0,2607,393.69
2024-07-30,Poblacion,1,7,0,4572,738.45
2024-07-30,Saint Christine,1,7,0,3041,472.16
2024-07-30,San Pedro,1,7,0,1456,222.48
2024-07-30,San Isidro,1,7,0,1207,175.99
2024-07-31,Anibongan,2,7,0,1255,195.25
2024-07-31,Banahao,2,7,0,2600,372.05
2024-07-31,Ban-as,2,7,0,1747,261.93
2024-07-31,Baucawe,2,7,0,1487,239.03
2024-07-31,Diatagon,2,7,0,7503,1077.91
2024-07-31,Ganayon,2,7,0,1250,199.45
2024-07-31,Liatimco,2,7,0,2069,329.91
2024-07-31,Manyayay,2,7,0,2532,412.94
2024-07-31,Payasan,2,7,0,2606,398.03
2024-07-31,Poblacion,2,7,0,4572,657.76
2024-07-31,Saint Christine,2,7,0,3041,471.21
2024-07-31,San Pedro,2,7,0,1456,213.37
2024-07-31,San Isidro,2,7,0,1207,181.73
2024-08-01,Anibongan,3,8,0,1255,196.17
2024-08-01,Banahao,3,8,0,2600,426.62
2024-08-01,Ban-as,3,8,0,1746,258.54
2024-08-01,Baucawe,3,8,0,1487,213.82
2024-08-01,Diatagon,3,8,0,7503,1080.93
2024-08-01,Ganayon,3,8,0,1250,181.23
2024-08-01,Liatimco,3,8,0,2069,295.83
2024-08-01,Manyayay,3,8,0,2532,366.21
2024-08-01,Payasan,3,8,0,2606,409.58
2024-08-01,Poblacion,3,8,0,4572,745.94
2024-08-01,Saint Christine,3,8,0,3041,459.33
2024-08-01,San Pedro,3,8,0,1456,228.27
2024-08-01,San Isidro,3,8,0,1207,176.64
2024-08-02,Anibongan,4,8,0,1255,197.36
2024-08-02,Banahao,4,8,0,2599,393.91
2024-08-02,Ban-as,4,8,0,1746,269.72
2024-08-02,Baucawe,4,8,0,1487,213.62
2024-08-02,Diatagon,4,8,0,7502,1124.97
2024-08-02,Ganayon,4,8,0,1250,189.73
2024-08-02,Liatimco,4,8,0,2069,330.2
2024-08-02,Manyayay,4,8,0,2532,410.97
2024-08-02,Payasan,4,8,0,2606,409.93
2024-08-02,Poblacion,4,8,0,4572,658.03
2024-08-02,Saint Christine,4,8,0,3041,482.22
2024-08-02,San Pedro,4,8,0,1456,225.69
2024-08-02,San Isidro,4,8,0,1207,177.98
2024-08-03,Anibongan,5,8,1,1255,215.76
2024-08-03,Banahao,5,8,1,2599,404.77
2024-08-03,Ban-as,5,8,1,1746,303.13
2024-08-03,Baucawe,5,8,1,1487,238.53
2024-08-03,Diatagon,5,8,1,7502,1170.53
2024-08-03,Ganayon,5,8,1,1249,205.02
2024-08-03,Liatimco,5,8,1,2069,333.58
2024-08-03,Manyayay,5,8,1,2531,402.92
2024-08-03,Payasan,5,8,1,2606,409.89
2024-08-03,Poblacion,5,8,1,4571,712.82
2024-08-03,Saint Christine,5,8,1,3041,485.59
2024-08-03,San Pedro,5,8,1,1456,255.17
2024-08-03,San Isidro,5,8,1,1207,188.81
2024-08-04,Anibongan,6,8,1,1255,196.96
2024-08-04,Banahao,6,8,1,2599,403.29
2024-08-04,Ban-as,6,8,1,1746,294.73
2024-08-04,Baucawe,6,8,1,1487,246.68
2024-08-04,Diatagon,6,8,1,7502,1208.03
2024-08-04,Ganayon,6,8,1,1249,220.07
2024-08-04,Liatimco,6,8,1,2068,360.3
2024-08-04,Manyayay,6,8,1,2531,398.34
2024-08-04,Payasan,6,8,1,2606,452.83
2024-08-04,Poblacion,6,8,1,4571,739.31
2024-08-04,Saint Christine,6,8,1,3041,496.66
2024-08-04,San Pedro,6,8,1,1456,255.88
2024-08-04,San Isidro,6,8,1,1207,210.95
2024-08-05,Anibongan,0,8,0,1255,204.25
2024-08-05,Banahao,0,8,0,2599,415.62
2024-08-05,Ban-as,0,8,0,1746,268.36
2024-08-05,Baucawe,0,8,0,1487,213.36
2024-08-05,Diatagon,0,8,0,7502,1166.09
2024-08-05,Ganayon,0,8,0,1249,190.5
2024-08-05,Liatimco,0,8,0,2068,323.18
2024-08-05,Manyayay,0,8,0,2531,398.13
2024-08-05,Payasan,0,8,0,2606,382.52
2024-08-05,Poblacion,0,8,0,4571,713.12
2024-08-05,Saint Christine,0,8,0,3041,472.0
2024-08-05,San Pedro,0,8,0,1456,233.46
2024-08-05,San Isidro,0,8,0,1207,180.09
2024-08-06,Anibongan,1,8,0,1255,179.66
2024-08-06,Banahao,1,8,0,2599,371.84
2024-08-06,Ban-as,1,8,0,1746,260.32
2024-08-06,Baucawe,1,8,0,1487,229.95
2024-08-06,Diatagon,1,8,0,7502,1122.84
2024-08-06,Ganayon,1,8,0,1249,195.85
2024-08-06,Liatimco,1,8,0,2068,306.98
2024-08-06,Manyayay,1,8,0,2531,397.56
2024-08-06,Payasan,1,8,0,2606,427.17
2024-08-06,Poblacion,1,8,0,4571,743.03
2024-08-06,Saint Christine,1,8,0,3041,441.74
2024-08-06,San Pedro,1,8,0,1456,229.13
2024-08-06,San Isidro,1,8,0,1207,195.04
2024-08-07,Anibongan,2,8,0,1255,185.03
2024-08-07,Banahao,2,8,0,2599,387.4
2024-08-07,Ban-as,2,8,0,1746,272.87
2024-08-07,Baucawe,2,8,0,1487,215.08
2024-08-07,Diatagon,2,8,0,7501,1188.95
2024-08-07,Ganayon,2,8,0,1249,182.39
2024-08-07,Liatimco,2,8,0,2068,295.28
2024-08-07,Manyayay,2,8,0,2531,412.29
2024-08-07,Payasan,2,8,0,2606,397.6
2024-08-07,Poblacion,2,8,0,4571,747.48
2024-08-07,Saint Christine,2,8,0,3041,464.35
2024-08-07,San Pedro,2,8,0,1456,211.43
2024-08-07,San Isidro,2,8,0,1207,195.06
2024-08-08,Anibongan,3,8,0,1255,197.48
2024-08-08,Banahao,3,8,0,2599,379.7
2024-08-08,Ban-as,3,8,0,1746,275.12
2024-08-08,Baucawe,3,8,0,1487,222.1
2024-08-08,Diatagon,3,8,0,7501,1114.47
2024-08-08,Ganayon,3,8,0,1249,185.22
2024-08-08,Liatimco,3,8,0,2068,333.45
2024-08-08,Manyayay,3,8,0,2531,414.99
2024-08-08,Payasan,3,8,0,2606,372.38
2024-08-08,Poblacion,3,8,0,4571,719.45
2024-08-08,Saint Christine,3,8,0,3040,435.73
2024-08-08,San Pedro,3,8,0,1456,208.66
2024-08-08,San Isidro,3,8,0,1207,175.22
2024-08-09,Anibongan,4,8,0,1255,204.71
2024-08-09,Banahao,4,8,0,2599,413.99
2024-08-09,Ban-as,4,8,0,1746,274.43
2024-08-09,Baucawe,4,8,0,1487,221.89
2024-08-09,Diatagon,4,8,0,7501,1137.46
2024-08-09,Ganayon,4,8,0,1249,197.92
2024-08-09,Liatimco,4,8,0,2068,334.11
2024-08-09,Manyayay,4,8,0,2531,402.3
2024-08-09,Payasan,4,8,0,2606,389.41
2024-08-09,Poblacion,4,8,0,4571,733.23
2024-08-09,Saint Christine,4,8,0,3040,478.67
2024-08-09,San Pedro,4,8,0,1456,222.25
2024-08-09,San Isidro,4,8,0,1207,190.91
2024-08-10,Anibongan,5,8,1,1255,207.37
2024-08-10,Banahao,5,8,1,2599,429.77
2024-08-10,Ban-as,5,8,1,1746,296.62
2024-08-10,Baucawe,5,8,1,1487,237.88
2024-08-10,Diatagon,5,8,1,7501,1243.65
2024-08-10,Ganayon,5,8,1,1249,210.7
2024-08-10,Liatimco,5,8,1,2068,357.87
2024-08-10,Manyayay,5,8,1,2531,401.09
2024-08-10,Payasan,5,8,1,2606,451.34
2024-08-10,Poblacion,5,8,1,4570,768.92
2024-08-10,Saint Christine,5,8,1,3040,485.34
2024-08-10,San Pedro,5,8,1,1456,232.75
2024-08-10,San Isidro,5,8,1,1206,209.38
2024-08-11,Anibongan,6,8,1,1255,207.18
2024-08-11,Banahao,6,8,1,2599,446.75
2024-08-11,Ban-as,6,8,1,1746,301.85
